Title,rating,reviewCount,website,phoneNumber,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude
Rotten Apple Tattoo Studio,4.8,25,,+27 78 936 7861,Shop 276 Retreat Rd - Retreat - Cape Town - 7945 - South Africa,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 3p.m.,Closed,-34.0585625,18.46681249999996
All Or Nothing Tattoo Studio,5.0,2,,+27 82 556 0898,145 Sir Lowry Rd - Zonnebloem - Cape Town - Western Cape - Cape Town - 7925 - South Africa,10a.m. - 2p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 6p.m.,Closed,-33.9280625,18.443187500000008
Firehawk Ink,5.0,10,https://firehawkink.wixsite.com/tattoo,+27 72 693 6334,15 Lingfield closer Close - Milnerton Ridge - Cape Town - 7441 - South Africa,9a.m. - 9p.m.,9a.m. - 9p.m.,9a.m. - 9p.m.,9a.m. - 9p.m.,9a.m. - 9p.m.,9a.m. - 9p.m.,9a.m. - 9p.m.,-33.8488125,18.513312499999998
Lady Luck Tattoos,,,,,2nd floor - 53 Wale St - CBD - Cape Town - 8001 - South Africa,,,,,,,,-33.922312500000004,18.416062499999995
Vg Tattooing,4.7,3,,+27 78 599 8900,64 Clare St - Connaught - Cape Town - 7490 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-33.93143750000001,18.587562500000004
Ironclad Tattoos,5.0,2,https://aidincityonfire.wixsite.com/ironcladtattoos,+27 84 955 0943,3 Viola Rd - Table View - Cape Town - 7441 - South Africa,9a.m. - 12p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,Closed,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 12p.m.,-33.819187500000005,18.47756249999999
Gypsy Cove Tattoo,,,,+27 74 318 0080,2nd Floor - One11 Gallery - 111 Loop St - Cape Town City Centre - Cape Town - 8001 - South Africa,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 3p.m.,11a.m. - 3p.m.,-33.92268750000001,18.417937500000008
The Tattoo Shop Bellville,3.0,1,,+27 72 351 5177,217 Bellevue St - Kempenville - Cape Town - 7530 - South Africa,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,-33.90168750000001,18.6358125
444Tattoostudio,5.0,2,https://www.instagram.com/444tattoostudio/,+27 69 632 3689,Sable Square Shopping Centre - Century City - Cape Town - 7441 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,Closed,-33.8818125,18.51006249999999
Tattoo At Studio 52,4.7,3,,,Milnerton Rural - Cape Town - 7441 - South Africa,,,,,,,,-33.813812500000004,18.507437499999995
Skin Tattoo Studio,,,https://skintattoo.weebly.com/,+27 66 238 5571,106 Scott Rd - Parow - Cape Town - 7500 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 9p.m.,9a.m. - 5p.m.,9a.m. - 12p.m.,Closed,-33.8995625,18.575937500000023
West Coast Inked Tattoo,5.0,1,,+27 73 733 5724,35 coot cresent Flamingo Vlei - Milnerton Rural - Cape Town - 7441 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-33.8354375,18.505812500000005
Long Street Tattoo Co.,5.0,3,longstreettattoo.co.za,+27 81 897 2531,305 Long St - CBD - Cape Town - 8001 - South Africa,Closed,11a.m. - 7p.m.,11a.m. - 7p.m.,11a.m. - 7p.m.,11a.m. - 7p.m.,11a.m. - 7p.m.,Closed,-33.927062500000005,18.414187499999983
The Salty Dog Tattoo Parlour,,,,,374 - 14 Salt Circle Arcade - Albert Rd - Salt River - Cape Town - 7925 - South Africa,,,,,,,,-33.9281875,18.458187499999994
The Tattoo Den,,,https://thetattooden.business.site/?utm_source=gmb&utm_medium=referral,+27 73 373 4681,10 Wellington St - Portland - Cape Town - 7785 - South Africa,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,11a.m. - 8p.m.,-33.8879375,18.636812499999976
Luna Tattoo,5.0,2,,,107 Blaauwberg Rd - Table View - Cape Town - 7441 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 3p.m.,10a.m. - 3p.m.,-33.825187500000006,18.492187499999986
Cailin Tattoo,,,,,111 Loop St - Cape Town City Centre - Cape Town - 8001 - South Africa,Closed,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 4p.m.,Closed,-33.92268750000001,18.417937500000008
Aztec Tatoo & Piercing,,,,,Edward Rd - Bo Oakdale - Cape Town - 7530 - South Africa,,,,,,,,-33.881437500000004,18.635562499999978
Cpt Ink Addicts,5.0,1,https://cpt-ink-addicts.business.site/?utm_source=gmb&utm_medium=referral,+27 61 585 9347,4 Ayrshire Cl - Westridge - Cape Town - 7785 - South Africa,Closed,Closed,Closed,Closed,Closed,10a.m. - 6p.m.,10a.m. - 3p.m.,-34.0528125,18.607062499999998
Die Honest,,,diehonest.com,,Sins of Style - 37 Barrack St - Zonnebloem - Cape Town - 7925 - South Africa,,,,,,,,-33.9280625,18.42343750000002
Regnif Temporary Tattoos,,,,,45 Mill St - Gardens - Cape Town - 8001 - South Africa,,,,,,,,-33.9335625,18.41856250000002
Temp Tattoos Cc,,,,+27 21 433 0396,Helen Suzman Blvd - Cape Town - 8000 - South Africa,,,,,,,,-33.91406250000001,18.421312500000013
Disciples Ink,,,,+27 83 783 0183,Floor 1 High Street Ctr Tygervalley - Bellville - 7530 - South Africa,,,,,,,,-33.8688125,18.639562499999997
Killswitch Ink Cape Town,,,,+27 81 499 1138,86 Charles Grodes Cres - Ravensmead - Cape Town - 7493 - South Africa,9a.m. - 6:30p.m.,9a.m. - 6:30p.m.,9a.m. - 6:30p.m.,9a.m. - 6:30p.m.,9a.m. - 6:30p.m.,9a.m. - 6p.m.,Closed,-33.9271875,18.6045625
Wild Side Tattoos,,,wildsidetattooz.co.za,+27 78 761 9932,80 Da Gama Street - 1 Barnhyme Court - Brooklyn - Cape Town - 7405 - South Africa,,,,,,,,-33.908687500000006,18.482937499999977
Here Now Tattoo,,,https://www.instagram.com/herenowtattoo/,,2nd floor - 53 Wale St - CBD - Cape Town - 8001 - South Africa,Closed,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10:30a.m. - 6p.m.,10a.m. - 6p.m.,Closed,-33.922312500000004,18.416062499999995
Bad Monkey Tattoo Studio,,,,,258 Blaauwberg Rd - Table View - Cape Town - 7441 - South Africa,,,,,,,,-33.831812500000005,18.513562499999992
Tentwo Tattoo Studios,5.0,3,,,Devonshire Hill Rd - Rondebosch - Cape Town - 7700 - South Africa,,,,,,,,-33.9608125,18.469312499999987
Wredekloof Hair And Tattoo Studio,4.9,16,https://www.facebook.com/hairbyjessiedk/,+27 76 870 0327,4 Marigold Way - Vredekloof - Cape Town - 7560 - South Africa,9a.m. - 5:30a.m.,9a.m. - 5:30p.m.,9a.m. - 5:30p.m.,9a.m. - 5:30p.m.,8:30a.m. - 5:30p.m.,8:30a.m. - 3p.m.,Closed,-33.8594375,18.683312500000014
The Gallery Tattoo Studio,,,,+27 79 474 8403,363 Albert Rd - Woodstock - Cape Town - 7925 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 3p.m.,Closed,-33.927312500000006,18.45631249999998
Hood Ink Tattoos,3.5,2,https://www.facebook.com/hoodinktattoos,+27 61 854 9087,Postdam Road & - Winning Way - Dunoon - Cape Town - 7441 - South Africa,9a.m. - 7:30p.m.,9a.m. - 7:30p.m.,9a.m. - 7:30p.m.,9a.m. - 7:30p.m.,9a.m. - 7:30p.m.,9a.m. - 7:30p.m.,9a.m. - 7:30p.m.,-33.8154375,18.536937500000008
Midnight Sun Tattoo,,,,+27 76 912 1381,unit 5 - Eaton Centre - 19 Blaauwberg Rd - Table View - Cape Town - 7441 - South Africa,Closed,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,Closed,-33.8220625,18.480562499999976
Siegwerk Ink,,,,+27 21 552 6125,17 3rd St - Montague Gdns Ind - Cape Town - 7441 - South Africa,,,,,,,,-33.8616875,18.519687500000018
The Tattoo Valley,5.0,4,https://thetattoovalley.co.za/,+27 79 217 6199,Appointment only - 37 Longboat St - Sunnydale - Cape Town - 7975 - South Africa,,,,,,,,-34.1256875,18.391937499999997
The Ink Lounge,5.0,1,https://www.facebook.com/The-Ink-Lounge-111249148902892/,+27 84 650 3749,144 Voortrekker Rd - Glenlily - Cape Town - 7500 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,9a.m. - 2p.m.,Closed,-33.90656250000001,18.583187500000022
Freestylers Tattoo Lounge,,,,,12 Beach Blvd - Table View - Cape Town - 7441 - South Africa,,,,,,,,-33.8208125,18.477062500000002
Tattooist Guy,5.0,31,https://www.tattooistguy.com/,+27 74 185 8425,48 Albert Rd - Woodstock - Cape Town - 7925 - South Africa,Closed,10a.m. - 5p.m.,10a.m. - 1p.m.,10a.m. - 5p.m.,9a.m. - 12p.m.,10a.m. - 5p.m.,10a.m. - 3p.m.,-33.926437500000006,18.445437499999983
Hooligansink,,,,+27 84 818 5207,25 Rhebok Cl - Loevenstein - Cape Town - 7530 - South Africa,,,,,,,,-33.887687500000006,18.615187499999976
Tattoo Zone Studio,,,,+27 81 518 2969,83 Voortrekker Rd - Parow - Cape Town - 7500 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 2p.m.,-33.90706250000001,18.578812500000012
Ghostbong Tattoos,,,,+27 81 762 9702,128 Fairview Rd - penhill estate - Cape Town - 7100 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-33.9924375,18.736312499999983
Tattoos By Gabrin Minnaar,,,,,43 Van Riebeeck Rd - Kuils River - Cape Town - 7580 - South Africa,,,,,,,,-33.922312500000004,18.67706250000002
Salvatrix Ink Tattoo Studio,,,,+27 76 798 5377,Grove Ave - Cape Town - 7735 - South Africa,Closed,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 5p.m.,-33.982687500000004,18.46231249999998
Iron Warrior Tattoo Supplies,,,,,5 Cornwall Pl - Wynberg - Cape Town - 7800 - South Africa,,,,,,,,-34.001062499999996,18.467812499999994
Lafriniere Collection,,,,+27 83 566 7431,138 Bree St - Cape Town City Centre - Cape Town - 8001 - South Africa,,,,,,,,-33.9229375,18.416062499999995
Gugulethu Tattoo Store,5.0,1,chrome-error://chromewebdata/,+27 63 785 3572,Ny13 No21 - Guguletu - Cape Town - 7750 - South Africa,9:30a.m. - 6p.m.,9:30a.m. - 6p.m.,9:30a.m. - 6a.m.,9:30a.m. - 6a.m.,9:30a.m. - 6a.m.,9:30a.m. - 6a.m.,11a.m. - 3p.m.,-33.980312500000004,18.5625625
Hoodoo Tattoos,,,,+27 21 554 4086,Eden On The Bay Mall - Sir David Baird Dve - Bloubergstrand - Milnerton - 7441 - South Africa,,,,,,,,-33.80018750000001,18.461062499999983
Satori Ink Cpt,,,,+27 61 590 6231,Allenby Dr - Retreat - Cape Town - 7945 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-34.067687500000005,18.4686875
The Tattoo Lounge,5.0,,,+27 81 869 5600,460 Main Rd - Retreat - Cape Town - 7945 - South Africa,Closed,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,Closed,-34.080562500000006,18.455812499999993
C.T.E Tattoos Supplies,,,https://www.illusiontattoos.co.za/,+27 81 374 9130,152 Gie Rd - Table view - Cape Town - 7441 - South Africa,,,,,,,,-33.806937500000004,18.51481249999999
Mean Jean Tattoos,5.0,2,,+27 71 179 0057,31 Justin St - Brooklyn - Cape Town - 7405 - South Africa,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,10a.m. - 8p.m.,Closed,-33.9079375,18.482687499999983
Shapeshiftstudio,,,,+27 79 710 4312,1 Glynville terrace - no.5A media hive building - Gardens - Cape Town - 0070 - South Africa,Closed,11a.m. - 5:30p.m.,11a.m. - 5:30p.m.,11a.m. - 5:30p.m.,11a.m. - 5:30p.m.,12 - 5:30p.m.,Closed,-33.93181250000001,18.416562499999984
Oldfield Tattoos,5.0,7,,+27 21 461 5218,5 Wandel St - Gardens - Cape Town - 8001 - South Africa,Closed,10:30a.m. - 6p.m.,10:30a.m. - 6p.m.,10:30a.m. - 6p.m.,10:30a.m. - 6p.m.,10:30a.m. - 6p.m.,Closed,-33.93143750000001,18.417687500000014
Smackatatt,5.0,1,,+27 76 135 3371,2 Kingsmead Ave - Kingston - Cape Town - 7530 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-33.8978125,18.632437499999995
Disciples Ink Stellenbosch Tattoo Studio,4.9,300,disciplesink.co.za,+27 71 057 6537,3 Crozier Rd - Stellenbosch Central - Stellenbosch - 7600 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 2p.m.,Closed,-33.93331250000001,18.85981249999999
Maverick Ink Sa,,,,,120 Main Rd - Muizenberg - Cape Town - 7950 - South Africa,,,,,,,,-34.10668750000001,18.467687499999997
Laser Tattoo Removal Cape Town,4.9,17,lasertattooremovalcapetown.co.za,+27 79 168 7209,102 Oakland Hill Rd - Parklands - Cape Town - 7441 - South Africa,Closed,11a.m. - 4p.m.,11a.m. - 4p.m.,11a.m. - 4p.m.,Closed,10a.m. - 4p.m.,Closed,-33.7968125,18.499687500000007
Ctrl+Alt+Del Tattoo Removal & Lightening,4.4,16,,+27 83 411 1821,17 Redcliffe Cl - Parklands - Cape Town - 7441 - South Africa,10a.m. - 5:30p.m.,10a.m. - 5:30p.m.,10a.m. - 5:30p.m.,10a.m. - 5:30p.m.,10a.m. - 5:30p.m.,10a.m. - 3p.m.,Closed,-33.81418750000001,18.499062499999994
@ That Tattoo Studio,,,chrome-error://chromewebdata/,+27 65 350 7565,9 Campberwell rd - 702 The Ritz - Sea Point - Cape Town - 8005 - South Africa,10a.m. - 8p.m.,10a.m. - 8p.m.,10a.m. - 8p.m.,10a.m. - 8p.m.,10a.m. - 8p.m.,10a.m. - 8p.m.,10a.m. - 8p.m.,-33.909312500000006,18.396937499999993
Empire Tattoo Studio,,,https://hadleybrauns5.wixsite.com/my-site,+27 84 445 1999,Shop 4 - 144 Main Rd - Somerset West - Cape Town - 7130 - South Africa,,,,,,,,-34.0819375,18.849437500000036
Carvel,5.0,6,carvel.co.za,+27 82 044 2038,65 Beach Rd - Chapmans Peak - Cape Town - 7979 - South Africa,,,,,,,,-34.0984375,18.363687499999983
Folk Tattoo & Piercing Studio,4.8,115,folktattoo.co.za,+27 67 398 3718,13 Louw St - Stellenbosch Central - Stellenbosch - 7600 - South Africa,Closed,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,-33.93918750000001,18.860687499999997
Black.Inktattoostudio,,,,,Mpangele St - Atlantis - Cape Town - 7349 - South Africa,,,,,,,,-33.5873125,18.50518749999999
Black Tiger Ink,,,https://www.facebook.com/Black-Tiger-Ink-608937229628650,+27 82 863 8144,655 Delft Main Rd - Delft South - Cape Town - 7100 - South Africa,Closed,1 - 4p.m.,1 - 4:30p.m.,Closed,Closed,9a.m. - 4p.m.,1 - 4p.m.,-33.9920625,18.633937499999988
Ink Aesthetics,4.9,9,https://inkaestheticsorg.wordpress.com/,,Beach Rd - Melkbosstrand - Cape Town - 7441 - South Africa,11a.m. - 5p.m.,10a.m. - 6p.m.,11a.m. - 5p.m.,Closed,11a.m. - 3p.m.,Closed,Closed,-33.7269375,18.441687499999986
Betha_Ink Tattoo & Piercing,,,,+27 67 946 9011,24 Plein St - Cape Town City Centre - Cape Town - 8000 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-33.924937500000006,18.42218750000002
Laser Clinic,4.8,104,https://www.laserskinclinic.co.za/,+27 21 555 3717,316 Koeberg Rd - Milnerton - Cape Town - 7441 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 1p.m.,Closed,-33.8879375,18.494937499999978
Dust Tattoo,,,dusttattoo.co.za,+27 71 010 3774,Unit 11 - The Royal - 4 Queens Park Ave - Salt River - Cape Town - 7925 - South Africa,Closed,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,Closed,-33.9329375,18.457062499999992
Primal Culture Tattoo Studio,,,,,108 Main Rd - Plumstead - Cape Town - 7800 - South Africa,,,,,,,,-34.019687499999996,18.4675625
Tattootimes,5.0,1,https://zen-tattoo-design.business.site/?utm_source=gmb&utm_medium=referral,+27 81 701 5046,11 Kromriver Cl - Portland - Cape Town - 7785 - South Africa,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,6a.m. - 5p.m.,Closed,-34.0415625,18.609312499999973
Ink Stained Skin,,,,,21 Lower Collingwood Rd - Observatory - Cape Town - 7925 - South Africa,,,,,,,,-33.9360625,18.472187500000004
The Tattoo Den,,,,+27 73 373 4681,10 Wellington - Portland - Cape Town - 7785 - South Africa,10a.m. - 10p.m.,10a.m. - 11p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,-34.057812500000004,18.614812499999985
Just The Tip Art Studio,,,,+27 83 887 3877,6 Oceanus Way - Phoenix - Cape Town - 7441 - South Africa,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,12 - 4p.m.,-33.8770625,18.505687500000008
Tattoo,,,,,Belvedere Rd - Muizenberg - Cape Town - 7950 - South Africa,,,,,,,,-34.1048125,18.468187500000013
Tattoo Furniture Design,,,,+27 21 421 1338,Culemborg Ctr - Oswald Pirow St - Foreshore - Cape Town - 8001 - South Africa,,,,,,,,-33.920812500000004,18.433562500000008
Disciples Ink Hermanus Tattoo Studio,4.9,70,disciplesink.co.za,+27 78 464 1660,3 High St - CBD - Hermanus - 7200 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 2p.m.,Closed,-34.4190625,19.242187499999986
Inkfinity Tattoo Studio,4.8,401,https://www.facebook.com/inkfinity.tattoo.studio/,+27 74 664 6464,242 Voortrekker Rd - Parow - Cape Town - 7500 - South Africa,Closed,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-33.905437500000005,18.589437500000017
Lost Angel Tattoos Pty Ltd,4.9,48,lostangeltattoos.co.za,+27 71 085 2805,26 Panorama Rd - Panorama - Cape Town - 7500 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 3p.m.,10a.m. - 6p.m.,10a.m. - 3p.m.,Closed,-33.879062499999996,18.567062500000006
Old Owl Ink,4.9,37,https://oldowlink.business.site/?utm_source=gmb&utm_medium=referral,+27 72 757 2488,Shop 2 - Glacier Bay Centre - 34 Michau St - Strand - 7140 - South Africa,Closed,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 2p.m.,-34.1183125,18.82968750000002
Sacred Life Tattoos And Piercing,4.7,65,https://www.facebook.com/sacredlifetattoo,+27 83 391 9807,1 Anderson St - Strand - Cape Town - 7130 - South Africa,9a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 2p.m.,Closed,-34.1168125,18.826937500000028
Ink Inc Tattoos & Body Piercing,4.4,34,,+27 72 147 6076,Shop 2 - Beach House - 74 Beach Rd - Strand - Cape Town - 7140 - South Africa,Closed,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 3p.m.,-34.118562499999996,18.82893750000001
Valkyrie Tattoos,4.5,11,https://www.facebook.com/valkyrietattoos/,+27 79 505 5175,1 Anderson St - Strand - Cape Town - 7130 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 3p.m.,Closed,-34.1168125,18.826937500000028
Henna Tattoos,4.6,10,http://www.hennatattoos.co.za/,+27 82 324 3741,"14 Highgrove, - 35 Tokai Rd - Tokai - Cape Town - 7945 - South Africa",8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 4p.m.,Closed,Closed,-34.065562500000006,18.453062499999973
Davido.Ink Tattoo Boutique,5.0,370,,+27 71 584 4218,Shop 3 - Imibala Centre - 11 Bright St - Somerset West - 7140 - South Africa,Closed,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 4p.m.,Closed,-34.080312500000005,18.846812499999984
Ba Ink Tattoos And Piercings,4.9,12,https://www.facebook.com/baink.co.za,+27 68 539 8127,Peerless Park East - Kraaifontein - 7570 - South Africa,Closed,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,9a.m. - 3p.m.,Closed,-33.8433125,18.722937499999986
Rrd Tattoo Supplies,4.7,15,rrdtattoosupplies.co.za,+27 71 892 9941,Online Business - Strand - Cape Town - 7140 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,Closed,Closed,-34.1170625,18.826312500000014
Tattoo Elite,4.8,80,,+27 71 223 9485,Shop I - 31 Harbour Rd - Kleinmond - Cape Town - 7195 - South Africa,Closed,Closed,10:30a.m. - 4p.m.,10:30a.m. - 4p.m.,10:30a.m. - 4p.m.,10:30a.m. - 4p.m.,10:30a.m. - 4p.m.,-34.3438125,19.013312499999998
Mimi D Tattoo,,,https://www.instagram.com/mimi_d_tattoo/,,136 Buitenkant St - Gardens - Cape Town - 8001 - South Africa,,,,,,,,-33.933437500000004,18.419187500000007
Mob Inc Tattoo Bistro,3.0,1,https://www.facebook.com/profile.php?id=100001426955336,+27 21 434 9701,206 Main Rd - Sea Point - Cape Town - 8005 - South Africa,11a.m. - 9:30p.m.,11a.m. - 9:30p.m.,11a.m. - 9:30p.m.,11a.m. - 9:30p.m.,11a.m. - 9:30p.m.,11a.m. - 9:30p.m.,Closed,-33.9179375,18.38781249999998
Carvel Tattoo & Lifestyle Studio,5.0,3,carvel.co.za,+27 82 044 2038,65 Beach Rd - Chapmans Peak - Cape Town - 7975 - South Africa,Closed,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-34.098312500000006,18.36381249999998
Inkmunition Tattoo Piercing And Paintball Shop,4.5,2,,+27 21 903 0625,2 Langverwacht Rd - Kuils River - Cape Town - 7580 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 3p.m.,9a.m. - 12:30p.m.,-33.93418750000001,18.696937500000004
Necrobeartattoos,,,,,10 Berrydel Ave - Greenway Rise - Cape Town - 7130 - South Africa,,,,,,,,-34.0721875,18.84418749999999
Hillbilly Ink Tattoos & Piercing,4.4,72,https://hillbilly-ink-tattoos-piercing.business.site/?utm_source=gmb&utm_medium=referral,+27 82 924 6803,55 St Elmo Ave - Mayfair West - Johannesburg - 2092 - South Africa,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 3PM,Closed,-26.196937500000004,28.00043749999999
Studio57 - Canvas Cultique Tattoo Studio,4.9,89,canvascultique.co.za,+27 83 398 3571,57 6th St - Parkhurst - Randburg - 2193 - South Africa,10AM - 5PM,10AM - 8PM,10AM - 8PM,10AM - 8PM,10AM - 8PM,10AM - 5PM,10AM - 2PM,-26.143437499999997,28.019812500000015
Royal Inked - Centurion,4.9,188,royalinked.co.za,+27 82 827 2591,unit 8 - Ladies Lane - 21 Estcourt Ave - Wierdapark - Centurion - 0157 - South Africa,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 4PM,9AM - 1PM,-25.8719375,28.156937500000012
Python Ink Tattoos,4.8,82,pythonism.co.za,+27 67 173 1374,127 Piet Retief Blvd - Vanderbijlpark S. E. 1 - Vanderbijlpark - 1911 - South Africa,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,-26.7214375,27.845062499999997
Handstyle Tattoos 7Th Street Studio,4.8,118,handstyletattoos.co.za,+27 72 540 8368,Shop 4B - 7th St - Melville - Johannesburg - 2109 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,Closed,-26.177312500000006,28.008687499999994
A Fine Madness,4.9,152,https://www.facebook.com/afinemadness.tattoostudio/,+27 12 342 1081,83 Allcock St - Colbyn - Pretoria - 0083 - South Africa,Closed,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,Closed,-25.740812500000004,28.24081249999999
Anima Mundi Tattoo Studio,4.9,74,,+27 11 845 1270,45 Victoria Ave - Benoni - 1500 - South Africa,Closed,9AM - 4:30PM,9AM - 4:30PM,9AM - 4:30PM,9AM - 4:30PM,9AM - 5PM,9AM - 2PM,-26.18768750000001,28.3124375
